	Content	Sentiment
266	Sự đeo bám cũng như vài trò lừa gạt của nhiều người bán hàng, cò đò	0
267	Giá cả khá đắt, bị chặt chém nhiều, thái độ nhân viên, người bán hàng rất khó chịu	0
268	Trâu thả lung tung nên thỉnh thoảng gặp hậu quả của chúng nó sau khi đi vệ sinh trông khá mất mỹ quan.	0
269	Quán ở trong nhà nên hơi bí, mặc dù có máy hút khói nhưng vấn hơi ngột ngạt.	0
270	Mùa mưa, mùa đông trời nhiều mây không có năng ra Vịnh không đẹp.	0
271	Hong Kong có điểm nào mà làm mình không hài lòng? Câu trả lời là không vì cá nhân mình đánh giá đây là một đất nước, một điểm đến không thể chê vào đâu được.	0
272	Giá cả tương đối đắt so với mặt bằng chung các nhà hàng cùng loại ở Mũi Né. 	0
273	Với mình Phú Quốc không có điểm gì làm mình không thích.	0
274	Món xôi trắng hơi chán.	0
275	"Khách du lịch xả rác, phát kẹo, cho tiền trẻ em bừa bãi, làm hư dân bản địa. Mang theo các thói xấu của đồng bằng lên rất nhiều. Nếu ồ ạt du khách đi kiểu tour và ""phượt phong trào"" thì sự tĩnh lặng của thiên nhiên nơi này sẽ bị phá hoại bằng sạch"	0
276	Không đẹp. Đi tắm phải băng qua đường.	0
277	Hà Nội của chúng ta đẹp là thế, thú vị là thế, nhưng những điều chưa thực sự đẹp về Hà Nội không hẳn là không có, và đây chải chăng cũng là những điều khiến cho Hà Nội trở nên bớt quyến rũ hơn, bớt thân thiện hơn: đó là thỉnh thoảng đâu đó trên đường phố chúng ta bắt gặp cảnh người dân tùy tiện đứng vào một bờ tường hay một gốc cây để thoải mái phóng uế, tiểu tiện hoặc thậm chí là đi đại tiện ngay tại chỗ; đó là những lúc chúng ta được lắng nghe những trận to tiếng, cãi nhau với đủ những ngôn từ thô thiển nhất được bung ra; hoặc cũng có thể là những lúc chúng ta chạy xe trên đường phố, bắt gặp cảnh chen lấn, lạng lách, tạt đầu đến thót tim; đơn giản hơn, chúng ta thỉnh thoảng có thể bắt gặp đâu đó một bác xe ôm hoặc một anh lái taxi chặt chém du khách ngoại tỉnh, cũng có thể phải thanh toán những hóa đơn với mức giá không hề thân thiện nếu như chúng ta không thỏa thuận trước.... và còn nhiều, còn nhiều điều chưa thực sự đẹp nữa mà ai có dịp lưu trú dài ngày thì mới có thể nhìn nhận rõ nhất. Nhưng có lẽ đó cũng chỉ là những mặt trái rất không đáng có mà chúng ta có thể cái thiện được hiện còn tồn tại nơi thành phố thân yêu này.	0
278	Vào mùa mưa bạn sẽ cảm thấy vô cùng khó chịu với lượng mưa lớn và kéo dài đến cả ngày gây khó khăn cho việc đi lại và tạo cảm giác buồn ngủ.	0
279	"Đây là lịch trình của em đi theo gia đình nhỏ, nên khá tiện, nhưng nếu đi theo đoàn lớn, 4-5 gia đình trở lên thì các mẹ tránh giờ các điểm ra nhé, em có đọc được 1 ý kiến của 1 chị như sau:
                                          Hè vừa rồi chị đã cho học sinh đi rồi. Kinh nghiệm là không bao giờ quay lại Detrang Farm. Đầu tiên là khiếp đảm xếp hàng mua vé vào cửa, quấn cái thẻ ở tay từng hs. Dù mua khách đoàn rồi cũng không thoát cửa ải này. Làm việc thiếu chuyên nghiệp nên mất đến nửa tiếng. Dù không bẩn nhưng chăn nuôi là chính nên rất hôi, hôi mùi chuồng trại. Cả khu lại quá rộng và ít cây bóng râm, chủ yếu toàn cây trồng thấp. Các loại hình nuôi trồng này thì quanh HN có nhiều, nên những con vật nuôi kiểu này không có gì là thú vị và hấp dẫn với học sinh. Có gà, chim, bò, đà điểu để đi thăm. Chuồng ngựa thì mỗi học sinh được trèo lên cưỡi. Chuồng dê thì họ thả 2 con dê cho hs bịt mắt bắt dê, nhìn con dê run lẩy bẩy ở góc rất tội nghiệp. Bãi đất rộng để teambuilding thì trơ đất, không có cây, ngay đằng trước chòi nghỉ. Chỗ nghỉ cũng không phải dạng nhà sàn, mà là nhà đất dựng lên, chia nhau các phòng giữa các trường bằng tấm liếp. Khu đất nặn và bể vầy bị xi măng hóa nhiều. Nếu chỉ trải nghiệm vài cái hoạt động này, thêm cả nặn bánh trôi (phải đi bộ rất xa mới đến được)... thì không nên đi Detrang Farm. Để so sánh về dịch vụ tương đồng thì nó kém Erahouse Farm rất nhiều. Còn khám phá vườn ao chuồng thì mô hình Ba Vì Homestead hay hơn, tây hơn rất nhiều"	0
280	"Quán hải sản tính giá cao mà ko ngon- đặc biệt là quán tên Bờ Kè. Ko nên ăn ở đây.
                                              Có người bạn ở Nha Trang tư vấn ăn Hải Sản ở số 2- Ngô Sỹ Liên ngon và rẻ nhưng mình qua ko còn chỗ ngồi. 
                                              Vào Vinpearl giá vé đắt mà ko có gì đặc biệt. Người già và trẻ em thì ko nên vào, chỉ dành cho thanh niên vào chơi các trò mạo hiểm."	0
281	Chuyến đi rất tuyệt, không có điểm gì phải phiền trách	0
282	Thái độ phục vụ không xứng đáng là một resort	0
283	Phải cẩn thận khi chụp ảnh vì khỉ có thể giật điện thoại của bạn	0
284	Vào đợt hè rất đông nên tắm biển không được thoải mái cho lắm	0
285	Đầu tư khá là sơ sài, bãi giữ xe, quày bán vé, tiệm bán đồ lưu niệm, nhìn chung rất là đơn giãn không như những khu du lịch khác ở đà lạt	0
286	Trời mưa rất khó đi	0
287	Bớt vẻ hoang sơ	0
288	Đường khá bụi bặm, bãi biển nhiều rác	0
289	Ồn ã, giao thông là những nỗi lo đáng để ý nhất. Cuối năm ai cũng chạy đua nào là đi sêu, đi biếu quà...	0
290	Dịch vụ du lịch còn chưa phát triển 	0
291	 Dịch vụ khá thô sơ, chưa có sự đầu tư lớn vào du lịch ở đây	0
292	Đường dài và dốc nên hơi vất vả	0
293	Đêm Hội An đóng cửa khá sớm	0
294	Cung đường không dành cho những người không di được đường dài và đèo núi	0
295	Khi muốn ăn gì đó ở ngoài thì phải đi hơi xa vì chung quanh không có nhiều quán.	0
296	Hiện nay đã đổ nát hơn	0
297	Đi lại bất tiện do nằm khá xa khu trung tâm phố cổ Hà nội.	0
298	Đồ uống ở đây tôi không ấn tượng lắm	0
299	Chỗ bến tàu chưa sạch sẽ lắm. 	0
300	Xô bồ, đông đúc và không sạch sẽ cho lắm	0
301	Chưa được trang bị thiết bị bảo hộ, cứu nạn và phương tiện chiếu sáng	0
302	"1. Hạ tầng: đã tốt hơn những năm trước nhưng vẫn còn quá nhiều cung đường chưa thực sự an toàn để du lịch 
                                              2. Chưa có quy hoạch du lịch rõ ràng: Ở Tiền Giang vẫn mua được Cam, Bưởi Năm roi, Chôm Chôm Vĩnh Long - hay Xoài cát Hoà Lộc
                                              - Điểm yếu chung lớn nhất của du lịch Đồng Bằng Sông Cửu Long. Dù năm nào hội thảo về việc phát triển du lịch Miền Tây - Đồng bằng Nam Bộ việc này cũng đều đưa ra nhưng chưa có một ai trả lời thoả đáng các doanh nghiệp lữ hành. "	0
303	Việc phải đi bộ 300-400m mới ra được tới biển thực sự là một cực hình hàng ngày	0
304	Khách sạn xây dựng đã lâu, không được cải tạo tốt	0
305	"Điểm yếu nhất ở khu này là tiện nghi. Mình có cảm giác là nơi đây giống như 1 trang trại đồng quê chứ không phải tầm cỡ resort. Mọi trang thiết bị, cơ sở vật chất hoàn toàn l1à diện biệt thự/trang trại quê chứ không có cảm giác gì ""long lanh :)"	0
306	Hơi xa trung tâm, không có lễ tân trực bàn thường xuyên	0
307	Nhà vệ sinh quá bẩn, không nên ngồi bàn phía ngoài vì quá gần đường cao tốc, rất bụi bặm.	0
308	Cafe dở, nhân viên ít cười.	0
309	Giá taxi hơi cao.	0
310	"- Ngõ vào nhỏ quá.
              - Rất không thích hợp khi đến vào trời mưa. Bàn mình và một số bàn bên cạnh hôm đó ngồi một lúc thì trời đổ mưa, chạy tan tác vào bên trong để đứng chờ nhân viên xếp cho chỗ mới. Nhưng quán đông mà, đâu có dễ. Đến lúc có chỗ rồi, thì nhìn xuống nền nhà, nước chảy lênh láng, cảm giác không sạch cứ bị ám ảnh."	0
311	Mùa khô thác chỉ còn là dòng nước nhỏ xíu không có gì để xem	0
312	Bạn nào không quen đeo ống thở có thể bị say. Nếu xịn thì thuê bộ người nhái, bình oxy để lặn sâu.	0
313	"- Không nên tận dụng chút khoảng trống bên bậu cửa để làm thành bàn cho khách ngồi. Lãng mạn thì có lãng mạn, nhưng chả chắc chắn gì cả.
              - Nhà hàng nằm ở đầu phố hay tắc đường, nên nếu gia đình đi ô tô đến có thể sẽ bất tiện chút ít khi tìm chỗ đỗ xe."	0
314	Vào động phải leo lên mấy trăm bậc đá 	0
315	- Cho trẻ con đi cùng phải hết sức chú ý. Mình thấy lan can trên các tầng thưa lắm, nên không yên tâm cho bọn trẻ ra ngó nghiêng xuống dưới.	0
316	Cũ, phần trưng bày trong nhà không đẹp, không nhiều cá	0
317	Khu này chưa được quy hoạch, các dịch vụ cũng chưa có gì.	0
318	Vé cáp treo đắt quá	0
319	Từ bãi gửi xe đến chỗ mua vé đi khá phức tạp vì không có bảng hướng dẫn. Giá vé khá đắt.	0
320	Dịch vụ hơi hoang sơ	0
321	Đi bộ hơi xa bãi biển và không nằm trong trung tâm thành phố.	0
322	"Giao thông ở Hà Nội là thứ điên khùng và kinh dị nhất trên đời, tắc đường liên miên, còi xe inh ỏi, thi thoảng lại có dăm ba nhoc choai choai đầu xanh đầu đỏ vượt đèn đỏ, phóng vèo vèo như đua xe công thức một khiến mình tái mặt. Hồi mới lên đây, mình sợ chết khiếp, giờ hơi quen rồi nhưng nhiều lúc vẫn nghĩ thầm: ""Giao thông thế này, chả biết mình thọ đến bao giờ""
                                    
                                    Phong cảnh Hà Nội đẹp, nhưng buồn là nhiều người lại không có ý thức giữ gìn cảnh đẹp ấy. Lấy ví dụ, có nhiều công viên rất đẹp nhưng chả hiểu người ta nghĩ sao mà tập kết xe rác ở đó, có ai thích vừa tản bộ, ngắm hoa vừa hít mùi rác không, hả?
                                    
                                    Còn nữa, mua hàng ở Hà Nội lúc họ vừa mở cửa thì lúc nào cũng phải dè dặt, vì họ rất kiêng kỵ ""dớp"" lằng nhằng mà không mua thì dễ ăn mắng và có khi họ còn đốt vía, đuổi mình như đuổi tà ấy."	0
323	- Dịch vụ vẫn còn nhỏ lẻ và chưa thực sự chuyên nghiệp, không có tư vấn đầy đủ của các đơn vị du lịch, bạn vẫn có thể bị chặt chém như thường hoặc không biết chỗ vui chơi nếu không có người dẫn đường đấy nhé!	0
324	Dịch vụ chưa xứng với tiêu chuẩn 5 star, khu ăn sáng hơi nhỏ so với lượng khách.	0
325	Theo cảm nhận riêng mình, thì nơi đây có vẻ hơi buồn về ban ngày.	0
326	"Đây là lịch trình của em đi theo gia đình nhỏ, nên khá tiện, nhưng nếu đi theo đoàn lớn, 4-5 gia đình trở lên thì các mẹ tránh giờ các điểm ra nhé, em có đọc được 1 ý kiến của 1 chị như sau:
                                          Hè vừa rồi chị đã cho học sinh đi rồi. Kinh nghiệm là không bao giờ quay lại Detrang Farm. Đầu tiên là khiếp đảm xếp hàng mua vé vào cửa, quấn cái thẻ ở tay từng hs. Dù mua khách đoàn rồi cũng không thoát cửa ải này. Làm việc thiếu chuyên nghiệp nên mất đến nửa tiếng. Dù không bẩn nhưng chăn nuôi là chính nên rất hôi, hôi mùi chuồng trại. Cả khu lại quá rộng và ít cây bóng râm, chủ yếu toàn cây trồng thấp. Các loại hình nuôi trồng này thì quanh HN có nhiều, nên những con vật nuôi kiểu này không có gì là thú vị và hấp dẫn với học sinh. Có gà, chim, bò, đà điểu để đi thăm. Chuồng ngựa thì mỗi học sinh được trèo lên cưỡi. Chuồng dê thì họ thả 2 con dê cho hs bịt mắt bắt dê, nhìn con dê run lẩy bẩy ở góc rất tội nghiệp. Bãi đất rộng để teambuilding thì trơ đất, không có cây, ngay đằng trước chòi nghỉ. Chỗ nghỉ cũng không phải dạng nhà sàn, mà là nhà đất dựng lên, chia nhau các phòng giữa các trường bằng tấm liếp. Khu đất nặn và bể vầy bị xi măng hóa nhiều. Nếu chỉ trải nghiệm vài cái hoạt động này, thêm cả nặn bánh trôi (phải đi bộ rất xa mới đến được)... thì không nên đi Detrang Farm. Để so sánh về dịch vụ tương đồng thì nó kém Erahouse Farm rất nhiều. Còn khám phá vườn ao chuồng thì mô hình Ba Vì Homestead hay hơn, tây hơn rất nhiều"	0
327	Đường vào đang làm (Tháng 11/2016) nên khá xóc. Dịch vụ chưa nhiều và chưa chuyên nghiệp nên có lẽ nên đặt qua công ty du lịch tại Nam Định.	0
328	Về vui chơi, ở ĐN không tích hợp nhiều loại dịch vụ, có thể đi 1 đêm Bà Nà hay Hội An.	0
329	"Nước dùng thì chỉ thấy vị mặn , không vị gì khác.
                            Giá cho 2 bát bề bề bún là 90k, không quá đắt nhưng chất lượng phải nói là quá tệ. Bát bún tệ nhất em từng ăn. Mong mọi người cảnh giác bản thân và bạn bè."	0
330	Chưa đi thì nên đi cho biết nhưng không phải là điểm có thể quay lại nhiều lần. Thành phố thì hơi nóng, chật chội, ồn ào. Tắm biển phải ra đảo hoặc tìm các resort xa xa. Có rất nhiều điểm tham quan ở quanh Pattaya nhưng phần lớn là từ công nghệ du lịch chứ không phải các điểm tự nhiên.	0
331	Nếu tới muộn thì đồ ăn sẽ nguội	0
332	Chưa đủ rộng, tiện nghi và khung cảnh để là một khu resort thực sự đúng nghĩa.	0
333	Thời tiết nóng. Không khí không sạch lắm (tương tự như ở Việt Nam). Và dở nhất là hệ thống giao thông công cộng, hầu như không có taxi, bus...	0
334	Nếu đi vào mùa mưa thì hơi bùn nha vì đi thuyền trên sông mà mùa mưa thì không thể ngắm cảnh mà lại rất lạnh	0
335	Mùa đông có nhiều lúc trời quá lạnh và có sương mù.	0
336	Đi xe bus từ Hà Nội đến một số chùa ở Bắc Ninh ko được tiện lắm, có thể phải đi 2-3 chuyến. Mình thường đi xe máy.	0
337	Phải di chuyển từ Huế hoặc Đà Nẵng vào, nếu đi xe ô tô khách thì hơi nóng và mệt nếu gặp xe đông. 	0
338	Điều làm mình thấy không thích lịch hoạt động của các tàu ra vào đảo, thường hay trễ giờ, phương tiện vẫn còn thô sơ và chưa có tính an toàn cao. Dịch vụ nhà hàng, khách sạn thì hơi đắt đỏ 1chút.	0
339	Buổi chiều nóng, khí hậu nhiệt độ có lẽ giống Tp Hồ Chí Minh	0
340	Thời tiết ở đây nóng lắm, dễ gây mệt cho trẻ nhỏ.	0
341	Hội An đối với tôi ko có điều gì không thích :)	0
342	Do không phải mùa lễ hội nên không có sẵn các dịch vụ. Bạn có thể phải chuẩn bị sẵn đồ ăn cho mình hoặc đặt trước nhà hàng trong làng để chuẩn bị.	0
343	Mình chưa thấy có điểm nào không thích ở Côn Đảo cả, trừ việc để đi ra Côn Đảo thì mua vé hơi bị khó khăn và bị tăng giá lên khá cao so với giá thật - Vì máy bay Sài Gòn - Côn Đảo bị khai thác độc quyền.	0
344	Vị trí hơi xa Pub Street	0
345	Bậc thang đá nhỏ và trơn.	0
346	Khách sạn 4 sao ( nhưng mình nghĩ chắc không đến vì ks trong phố, không gian không được lớn lắm).	0
347	Trên đường đi vào hồ Đại Lải, bạn sẽ thất có rất nhiều nhà nghỉ nhưng không nên chọn những nhà nghỉ ở bên phía ngoài, đầu đường vì dịch vụ ở của những nhà nghỉ này không được tốt. Bắc đầu từ khách sạn một sao Mê Linh đi vào là địa điểm của những nhà nghỉ và khách sạn tương đối chất lượng.	0
348	"Nhập cảnh ở Sing vẫn còn nhiều khó khăn vì nhiều lý do
                                              "	0
349	Chưa được sự quan tâm của chính quyền sở tại đối với việc quảng bá, hướng dẫn du khách thăm quan những địa danh những cảnh quan thiên nhiên ưu đãi cho vùng đất này.	0
350	Những ngày nghỉ lễ, cuối tuần, dịp hè đợi cáp treo khá đông	0
351	"- Nhân viên cứng đờ, chả thấy cười gì cả, không lẽ bị chị chủ tranh hết phần rồi?
              - Nước lẩu cho nhiều mì chính, ăn xong về cứ thấy đơ đơ."	0
352	Thành phố đông đúc, nhiều bê tông. Xe tuk tuk lạng lách, chăn dắt khách đi mua sắm.	0
353	Khi nhóm mình đang thuê tuk tuk để đi ra bến tàu đi Hoàng Cung tham quan thì bị 1 người đàn ông tầm trung niên tỏ ra rất tốt bụng và thân thiện, Ông ta tự giới thiệu là giáo viên dạy ở trường đại học gần đó, có chị gái cũng làm việc tại Hà Nội., Ông đang ở đây để đợi vợ đang có việc trong Ngân hàng. sau đps, ông báo nhóm mình là hôm nay Hoàng Cung không mở cửa buổi sáng vì có lễ, 	0
354	Về mùa đông rất lạnh. Mùa nắng gió Lào thì nóng và khô có thể khiên da khô và nứt nẻ.	0
355	Hội đua ngựa thường tổ chức vào đầu tháng 6 nên thời tiết rất nóng, có khi lại mưa rất to, giá phòng nghỉ cũng tăng khá cao	0
356	Vẫn là đất nước tiểu nông nhỏ và cũ kỹ, chưa thực sự bài bản trong việc tạo ra các trải nghiệm du lịch	0
357	Từ Hà Nội đến Tam Đảo khoảng 80km theo đường Vĩnh Yên, Vĩnh Phúc, đường dễ đi, chỉ có một đoạn leo núi lên Tam Đảo là phải cẩn thận hơn.	0
358	An ninh ko yên tâm. Đồ ăn hơi ngọt (nhưng giờ cũng đầy món ko ngọt cho người Bắc rồi). Mưa nắng thất thường :D	0
359	Một số khách du lịch vẫn còn vất rác bừa bãi trên bờ và ở dưới bãi cát ở biển. 	0
360	Không có điều gì đến mức không thích :)	0
361	Mình thấy Pattaya bình thường, chưa đi thì nên đi cho biết nhưng không phải là điểm có thể quay lại nhiều lần. Thành phố thì hơi nóng, chật chội, ồn ào. Tắm biển phải ra đảo hoặc tìm các resort xa xa. Có rất nhiều điểm tham quan ở quanh Pattaya nhưng phần lớn là công nghệ du lịch chứ không phải các điểm thiên nhiên.	0
362	"Không gian núi đồi dĩ nhiên thoáng đãng nhưng khá buồn tẻ, lên BK chẳng biết đi đâu, chơi gì ngoài Hồ Ba Bể.
                                              Dịch vụ cũng hầu như không có gì mấy."	0
363	"- Hay kẹt xe.
                                              - Vào mùa mưa thì mưa nắng bất thường, có khi mưa dầm dề từ sáng đến tối và liên tục trong mấy ngày.
                                              - An ninh không tốt, ra đường lưu ý bị giật đồ.
                                              - Không khí không trong lành."	0
364	Chỉ có một điểm mình không thích đó là lịch hoạt động của các tàu cao tốc. Lúc mình về phải ngồi chờ vì tàu đến trễ, đã thế cảng lại khá nhỏ nên lúc tàu của mình đến rồi nhưng bị che lấp bởi một cái tàu to hơn nên bọn mình không phát hiện ra. May mắn là khi tàu gần đi có một chị lên hỏi chúng mình đi tàu nào nên mới kịp chạy vội ra tàu không có lẽ đã mất tiền mà ở lại đảo luôn rồi.	0
365	Chưa thấy có gì là không thích.	0
366	"- Đường đi suối Đá Bàn hơi khó khăn, không có biển chỉ dẫn.
                                              
                                              "	0
367	Nước biển quá đục.	0
368	Chưa có nhiều xe đi lại vào khu du lịch Hồ Núi Cốc cho lắm, nên phải chờ bus, đi du lịch như vậy thì quá mệt. Ở hồ Vai Miếu, nhiều người còn vứt rác bừa bãi nhất là ở mấy chỗ hòn đá to, ăn uống xong là để nguyên hiện trường như vậy.	0
369	"Đường đi rất quanh co, gấp khúc, nếu bị say xe thì không thể đi được
                                              Dịch vụ tại Xiêng Khoảng không có nhiều"	0
370	Vũng Tàu tuy phát triển tốt về du lịch và dịch vụ, nhưng vẫn còn có những cái tôi vẫn không thích đó là nước biển không được sạch, vệ sinh môi trường ở bãi biển công cộng không được tốt và tôi ghét nhất là taxi họ chạy rất ẩu và nếu bạn đi khoảng cách gần sẽ thấy mình bị cư xử tệ và thậm chí họ còn không chở, tôi đã bị vài lần nên toàn ra đó thuê xe máy tự đi chứ ghét đi taxi lắm. Và điều làm tôi khó chịu nhất là nạn cò nhà hàng và khách sạn, bạn vừa rẽ vào đường Thùy Vân dọc bãi biển thôi là đầy những anh cò, chị cò cứ kè kè xe máy chạy theo mời mọc khách sạn, nhà hàng, mà họ toàn dẫn mình vào những chỗ ăn dở tệ mà còn bị &quot;chém&quot; đẹp nữa, hic......	0
371	Bởi Sapa nằm trên núi cao vì vậy rất nhiều hơi sương, không thể nhìn thấy cảnh vật. Chỉ cần dính mưa một chút thôi cũng đã rất phiền. Thời tiết Sapa đẹp thật nhưng lại hay thay đổi đột ngột, dễ mưa và nắng cũng dễ cháy da. 	0
372	"- Bạn sẽ bị hỏi đã đi làm hay còn sinh viên tại khu vực nhập cảnh, nếu bạn nói là đã đi làm, nhân viên an ninh sẽ xin thẳng thừng tiền tip :))) 1-5-10 USD heheeh.
                                              - Vào tháng 4,5,6,7, nơi đây quá nóng. Nắng gay gắt từ 8h sáng tới 3h chiều, điểm yêu thích nhất là nên ở lại trong khách sạn :)"	0
373	Phải đi ra đảo bằng tàu, khá mệt cho người bị say sóng và trẻ nhỏ	0
374	"- Do chưa phát triển nhiều về du lịch nên các dịch vụ ăn uống, giải trí hầu như chỉ tập trung ở khu cầu cảng, nếu các bạn ở xa hơn đi lại sẽ rất kho khăn, đường tối, có chút ổ gà, thi thoảng đi còn gặp các anh cơ động nhưng được cái các anh cơ động ở đây rất nhiệt tình với khách du lịch nên vấn đề này không đáng ngại lắm.
                                              - Đảo đang được xây khá nhiều khách sạn và dịch vụ nên rất bụi ở khu vực cầu cảng, kèm cái nắng khó chịu của miền biển sẽ khiến bạn có cảm giác thất vọng lúc đầu khi đặt chân lên đảo."	0
375	tuy có nhiều cái hay, cái tốt thật nhưng bên cạnh đó còn rất nhiều bất cập cho khách du lịch như giá vé quá cao, ngày lễ, ngày nghỉ giá phòng khách sạn tăng cao	0
376	Giá hơi đắt so với những hàng khác	0
377	"- Chủ tiệm ko có trình độ. Bị cảm mà cho thuốc uống hoài ko hết, qua chỗ khác bán uống hết ngay
- Phục vụ coi thường khách, bắt khách chờ vô tội vạ"	0
378	Đối với những bạn thích yên tĩnh và không thích mấy  trò bạo lực thì đừng qua vinpearn tốn tiền. trời ơi qua bển toàn mấy trò chóng mặt gọi là cần thần kinh thép nên mình ko chịu nổi. lại rất là đông. Bên đó cung nhiều chương trình hãy thât bãi biển cũng đẹp nhưng ko phù hợp với mình lắm.	0
379	"Vẫn còn hiện tượng chặt chém khách, 
                                              Nhiều chỗ người bán hàng không thân thiện, 
                                              Nhà vệ sinh bẩn, 
                                              chen lấn xếp hàng mua vé vào cổng, xuống thuyền, 
                                              Câu kéo khách mua ảnh"	0
380	Khu chợ đêm tôi nghe kể nếu chọn k đúng quán sẽ bị chặt chém mà không ngon miệng!	0
381	Đường đi hơi khó khăn, các phương tiện qua lại nhiều	0
382	Search trên mạng cả nhà thử ăn ở Quán lẩu bò Hạnh - Bùi Thị Xuân ồn ào, đông khách, phục vụ chậm. Do đi ngắn ngày nên chưa khám phá ra chỗ có đồ ăn ngon, yên tĩnh	0
383	"- Quán nằm trong ngõ nhỏ, không có chỗ để xe. Quán cũng chật, không thể đi nhóm đông được.
              - Chửi khách như hát hay."	0
384	Mọi thứ đều tuyệt	0
385	Đồ uống chưa ngon, không đặc sắc.	0
386	Để đảm bảo chuyến du lịch vui vẻ và có ý nghĩa hãy tham khảo thông tin và tham gia các tour trải nghiệm. Các bạn đến đảo không nên so sánh với các dịch vụ nơi đất liền vì nơi đây phát triển theo mô hình du lịch cộng đồng và vấn đề nghỉ dưỡng và trải nghiệm là vấn đề đầu tiên mà nhân dân trên đây muốn hướng tới để phục vụ khách hàng.	0
387	Đường đi khá hiểm trở, ko có nhiều nhà nghỉ, khách sạn, nhất là trên Mèo Vạc Lũng Cú. Nếu đi cần đặt phòng trước. 	0
388	"- Lẩu bò nhúng dấm theo mình khá tệ, chẳng thấy vị chua thanh đâu cả mà sực nức mùi dừa và vị ngọt, vì các bạn cho dừa bào nhiều quá.
              - Món lẩu lên rất chậm, phải giục đúng nghĩa 5 lần 7 lượt mới thấy mang ra.
              - Ngô chiên hơi nhạt."	0
389	"- Rất nhiều hôm rau không tươi, úa, nát nên hay phải xin thêm rau.
              - Quán đông quá nên ngồi khá chật chội, chỗ để xe cũng bí bức."	0
390	"- Phục vụ rất kém và thiếu chuyên nghiệp.
              - Đồ tẩm ướp mặn. Thịt thái cả tảng, nhìn đã thấy ko muốn ăn."	0
391	"Đệm mút chất lượng kém nên nằm đau lưng.
              Wc hơi tối."	0
392	Gọi món hơi lâu	0
393	Chủ quán thì khá khó tính rồi, đến trễ hay ăn không đúng bị la như chơi.	0
394	Điểm trừ là quán ko có chỗ để xe, phải gửi xe ở bên đường, hơi bất tiện	0
395	 Chỗ ngồi là mấy hàng ghế trong 1 con ngõ nhỏ nên hơi chật.	0
396	ở đầu một ngõ nhỏ bé xíu, giờ tan tầm dân trong ngõ đó đi làm về rất đông đúc	0
397	Chưa có nhiều khách sạn, nhà nghỉ, chủ yếu vẫn là homestay.	0
398	Quán thường tập trung khách vào buổi chiều tối, khá đông, nên ngồi hơi chật chội chút xíu.	0
399	Điện lươí ở đây cũng chưa ổn định	0
